CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status,Config_alpha_constraint,Config_beta_smooth,Config_gamma_corr,Config_delta_reg,Config_epsilon_diversity,Config_steps,Config_lr,Config_temperature,Config_rank_tau,Config_reg_type,Config_normal_sigma_factor,Config_longtail_alpha,Config_longtail_shift,Config_constraint_margin,Config_diversity_sigma,Percent_Predict,Rank_predict
Suni Lee,30,3,Rank,21.0,4,1-13,6.33,7.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.331106541651499,7.0
Iman Shumpert,30,3,Rank,19.0,6,1-9,9.85,4.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,9.848387953680108,4.5
Cody Rigsby,30,3,Rank,18.0,7,1-7,12.65,3.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,12.662213083302998,3.5
Melanie C,30,3,Rank,22.0,3,1-14,5.91,7.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,5.909032772208065,7.5
Jimmie Allen,30,3,Rank,20.0,5,1-11,8.06,5.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,8.057771962101908,5.5
Olivia Jade,30,3,Rank,24.0,1,1-14,5.91,7.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,5.909032772208065,7.5
JoJo Siwa,30,3,Rank,24.0,1,1-14,5.91,7.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,5.909032772208065,7.5
Christine Chiu,30,3,Rank,21.0,4,8-14,3.41,13.0,,,,,,,Eliminated (Place 14),240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,3.4090573685815766,13.0
Kenya Moore,30,3,Rank,21.0,4,1-13,6.33,7.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.331106541651499,7.0
Amanda Kloots,30,3,Rank,24.0,1,1-14,5.91,7.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,5.909032772208065,7.5
Brian Austin Green,30,4,Rank,26.0,10,1-13,6.01,9.0,,,,,,,Eliminated (Place 13),240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.010093189782936,9.0
Melora Hardin,30,4,Rank,36.5,1,1-13,7.73,7.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.727262672578061,7.0
Matt James,30,4,Rank,28.5,9,1-13,5.69,9.5,,,,,,,Eliminated (Place 12),240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,5.6937724955838345,9.5
"Mike ""The Miz"" Mizanin",30,4,Rank,32.5,5,1-13,7.73,7.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.727262672578061,7.0
Suni Lee,30,4,Rank,34.0,3,1-13,7.73,7.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.727262672578061,7.0
Iman Shumpert,30,4,Rank,31.5,6,1-13,8.32,6.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,8.321667493545606,6.5
Cody Rigsby,30,4,Rank,29.0,8,1-13,9.82,5.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,9.834697946917531,5.5
Melanie C,30,4,Rank,33.0,4,1-13,7.73,7.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.727262672578061,7.0
Jimmie Allen,30,4,Rank,32.5,5,1-13,7.73,7.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.727262672578061,7.0
Olivia Jade,30,4,Rank,35.0,2,1-13,7.73,7.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.727262672578061,7.0
JoJo Siwa,30,4,Rank,35.0,2,1-13,7.73,7.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.727262672578061,7.0
Kenya Moore,30,4,Rank,29.5,7,1-13,8.32,6.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,8.321667493545606,6.5
Amanda Kloots,30,4,Rank,34.0,3,1-13,7.73,7.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.727262672578061,7.0
Melora Hardin,30,5,Rank,36.0,3,1-10,5.54,6.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,5.5385859987194275,6.5
"Mike ""The Miz"" Mizanin",30,5,Rank,32.0,5,1-5,14.4,2.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,14.40032359667051,2.5
Suni Lee,30,5,Rank,36.0,3,1-10,6.0,6.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.0001348319460455,6.0
Iman Shumpert,30,5,Rank,28.0,6,1-3,24.01,1.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,24.000539327784185,1.5
Cody Rigsby,30,5,Rank,32.0,5,1-5,14.4,2.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,14.40032359667051,2.5
Melanie C,30,5,Rank,36.0,3,9-11,3.43,10.5,,,,,,,Eliminated (Place 11),240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,3.4286484753977406,10.5
Jimmie Allen,30,5,Rank,34.0,4,1-6,10.47,3.4375,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,10.472962615760371,3.4375
Olivia Jade,30,5,Rank,36.0,3,1-10,5.28,6.8125,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,5.284522420796518,6.8125
JoJo Siwa,30,5,Rank,40.0,1,1-11,6.0,6.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.0001348319460455,6.0
Kenya Moore,30,5,Rank,36.0,3,1-10,5.59,6.4375,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,5.592358678318645,6.4375
Amanda Kloots,30,5,Rank,39.0,2,1-11,4.88,7.375,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,4.881465625990003,7.375
Melora Hardin,30,6,Rank,34.0,4,1-10,9.65,5.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,9.651844191658048,5.5
"Mike ""The Miz"" Mizanin",30,6,Rank,34.0,4,1-10,10.62,5.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,10.617028610823857,5.0
Suni Lee,30,6,Rank,36.0,3,1-10,9.65,5.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,9.651844191658048,5.5
Iman Shumpert,30,6,Rank,40.0,1,1-10,13.28,4.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,13.271285763529816,4.0
Cody Rigsby,30,6,Rank,36.0,3,1-10,10.62,5.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,10.617028610823857,5.0
Jimmie Allen,30,6,Rank,38.0,2,1-10,9.65,5.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,9.651844191658048,5.5
Olivia Jade,30,6,Rank,36.0,3,1-10,9.65,5.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,9.651844191658048,5.5
JoJo Siwa,30,6,Rank,40.0,1,1-10,9.65,5.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,9.651844191658048,5.5
Kenya Moore,30,6,Rank,32.0,5,1-10,7.58,7.0,,,,,,,Eliminated (Place 10),240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.583591864874181,7.0
Amanda Kloots,30,6,Rank,38.0,2,1-10,9.65,5.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,9.651844191658048,5.5
Melora Hardin,30,7,Rank,38.0,3,1-9,11.33,5.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,11.320754716981131,5.0
"Mike ""The Miz"" Mizanin",30,7,Rank,32.0,6,1-9,9.43,6.0,,,,,,,Eliminated (Place 9),240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,9.433962264150942,6.0
Suni Lee,30,7,Rank,34.0,5,1-9,11.32,5.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,11.320754716981131,5.0
Iman Shumpert,30,7,Rank,34.0,5,1-9,11.32,5.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,11.320754716981131,5.0
Cody Rigsby,30,7,Rank,36.0,4,1-9,11.32,5.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,11.320754716981131,5.0
Jimmie Allen,30,7,Rank,38.0,3,1-9,11.32,5.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,11.320754716981131,5.0
Olivia Jade,30,7,Rank,42.0,1,1-9,11.32,5.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,11.320754716981131,5.0
JoJo Siwa,30,7,Rank,39.0,2,1-9,11.32,5.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,11.320754716981131,5.0
Amanda Kloots,30,7,Rank,34.0,5,1-9,11.32,5.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,11.320754716981131,5.0
Melora Hardin,30,8,Rank,42.0,1,1-8,12.41,4.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,12.405848471422242,4.5
Suni Lee,30,8,Rank,42.0,1,1-8,12.41,4.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,12.405848471422242,4.5
Iman Shumpert,30,8,Rank,35.0,5,1-7,15.93,3.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,15.950376606114313,3.5
Cody Rigsby,30,8,Rank,38.0,3,1-8,13.96,4.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,13.956579530350025,4.0
Jimmie Allen,30,8,Rank,32.0,6,1-8,11.17,5.0,,,,,,,Eliminated (Place 7),240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,11.16526362428002,5.0
Olivia Jade,30,8,Rank,36.0,4,2-8,9.3,6.0,,,,,,,Eliminated (Place 8),240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,9.304386353566684,6.0
JoJo Siwa,30,8,Rank,41.0,2,1-8,12.41,4.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,12.405848471422242,4.5
Amanda Kloots,30,8,Rank,42.0,1,1-8,12.41,4.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,12.405848471422242,4.5
Melora Hardin,30,9,Rank,36.0,4,2-6,11.25,4.5,,,,,,,Eliminated (Place 6),240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,11.2490869247626,4.5
Suni Lee,30,9,Rank,37.5,3,4-6,9.2,5.5,,,,,,,Eliminated (Place 5),240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,9.203798392987585,5.5
Iman Shumpert,30,9,Rank,37.5,3,1-5,16.87,3.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,16.8736303871439,3.0
Cody Rigsby,30,9,Rank,35.5,5,1-3,33.76,1.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,33.7472607742878,1.5
JoJo Siwa,30,9,Rank,40.0,1,1-6,14.46,3.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,14.463111760409058,3.5
Amanda Kloots,30,9,Rank,39.5,2,1-6,14.46,3.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,14.463111760409058,3.5
Iman Shumpert,30,10,Rank,40.0,1,1-3,25.0,2.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,25.0,2.5
Cody Rigsby,30,10,Rank,38.0,3,1-4,25.0,2.5,,,,,,,Eliminated (Place 3),240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,25.0,2.5
JoJo Siwa,30,10,Rank,40.0,1,2-4,25.0,2.5,,,,,,,Eliminated (Place 2),240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,25.0,2.5
Amanda Kloots,30,10,Rank,39.0,2,1-4,25.0,2.5,,,,,,,Eliminated (Place 4),240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,25.0,2.5
Jason Lewis,31,1,Rank,18.0,10,2-16,4.28,12.5,,,,,,,Eliminated (Place 16),240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,4.2782671220564445,12.5
Cheryl Ladd,31,1,Rank,21.0,8,1-16,6.29,8.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.29156929714183,8.5
Selma Blair,31,1,Rank,28.0,3,1-16,6.29,8.5,,,,,,,Withdrew,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.29156929714183,8.5
Joseph Baena,31,1,Rank,23.0,7,1-16,6.29,8.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.29156929714183,8.5
Trevor Donovan,31,1,Rank,21.0,8,1-16,6.29,8.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.29156929714183,8.5
Daniel Durant,31,1,Rank,27.0,4,1-16,6.29,8.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.29156929714183,8.5
Wayne Brady,31,1,Rank,29.0,2,1-16,6.29,8.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.29156929714183,8.5
Sam Champion,31,1,Rank,20.0,9,1-16,6.29,8.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.29156929714183,8.5
Jessie James Decker,31,1,Rank,20.0,9,1-16,6.29,8.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.29156929714183,8.5
Jordin Sparks,31,1,Rank,26.0,5,1-16,6.29,8.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.29156929714183,8.5
Heidi D'Amelio,31,1,Rank,24.0,6,1-16,6.29,8.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.29156929714183,8.5
Charli D'Amelio,31,1,Rank,32.0,1,1-16,6.29,8.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.29156929714183,8.5
Teresa Giudice,31,1,Rank,20.0,9,1-16,6.29,8.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.29156929714183,8.5
Vinny Guadagnino,31,1,Rank,17.0,11,1-15,7.66,7.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.639762717957936,7.0
Shangela,31,1,Rank,28.0,3,1-16,6.29,8.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.29156929714183,8.5
Gabby Windey,31,1,Rank,28.0,3,1-16,6.29,8.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.29156929714183,8.5
Cheryl Ladd,31,2,Rank,21.0,10,1-14,8.25,6.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,8.224811514736121,6.5
Selma Blair,31,2,Rank,28.0,4,1-15,6.68,8.0,,,,,,,Withdrew,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.682659355723097,8.0
Joseph Baena,31,2,Rank,24.0,8,1-15,7.13,7.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.1281699794379705,7.5
Trevor Donovan,31,2,Rank,30.0,2,1-15,6.68,8.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.682659355723097,8.0
Daniel Durant,31,2,Rank,29.0,3,1-15,6.68,8.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.682659355723097,8.0
Wayne Brady,31,2,Rank,32.0,1,1-15,6.68,8.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.682659355723097,8.0
Sam Champion,31,2,Rank,26.0,6,1-15,6.68,8.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.682659355723097,8.0
Jessie James Decker,31,2,Rank,25.0,7,1-15,6.68,8.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.682659355723097,8.0
Jordin Sparks,31,2,Rank,27.0,5,1-15,6.68,8.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.682659355723097,8.0
Heidi D'Amelio,31,2,Rank,28.0,4,1-15,6.68,8.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.682659355723097,8.0
Charli D'Amelio,31,2,Rank,32.0,1,1-15,6.68,8.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.682659355723097,8.0
Teresa Giudice,31,2,Rank,23.0,9,2-15,4.46,12.0,,,,,,,Eliminated (Place 15),240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,4.4551062371487316,12.0
Vinny Guadagnino,31,2,Rank,27.0,5,1-15,6.68,8.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.682659355723097,8.0
Shangela,31,2,Rank,28.0,4,1-15,6.68,8.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.682659355723097,8.0
Gabby Windey,31,2,Rank,32.0,1,1-15,6.68,8.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,6.682659355723097,8.0
Cheryl Ladd,31,3,Rank,24.0,10,2-14,4.87,11.0,,,,,,,Eliminated (Place 14),240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,4.869000695571528,11.0
Selma Blair,31,3,Rank,28.0,6,1-14,7.14,7.5,,,,,,,Withdrew,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.141201020171574,7.5
Joseph Baena,31,3,Rank,29.0,5,1-14,7.14,7.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.141201020171574,7.5
Trevor Donovan,31,3,Rank,27.0,7,1-14,7.14,7.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.141201020171574,7.5
Daniel Durant,31,3,Rank,31.0,3,1-14,7.14,7.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.141201020171574,7.5
Wayne Brady,31,3,Rank,33.0,1,1-14,7.14,7.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.141201020171574,7.5
Sam Champion,31,3,Rank,25.0,9,1-14,7.65,7.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.651286807326686,7.0
Jessie James Decker,31,3,Rank,26.0,8,1-14,7.14,7.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.141201020171574,7.5
Jordin Sparks,31,3,Rank,29.0,5,1-14,7.14,7.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.141201020171574,7.5
Heidi D'Amelio,31,3,Rank,32.0,2,1-14,7.14,7.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.141201020171574,7.5
Charli D'Amelio,31,3,Rank,33.0,1,1-14,7.14,7.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.141201020171574,7.5
Vinny Guadagnino,31,3,Rank,23.0,11,1-13,8.94,6.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,8.926501275214466,6.0
Shangela,31,3,Rank,30.0,4,1-14,7.14,7.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.141201020171574,7.5
Gabby Windey,31,3,Rank,33.0,1,1-14,7.14,7.5,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.141201020171574,7.5
Selma Blair,31,4,Rank,32.0,3,1-13,7.86,7.0,,,,,,,Withdrew,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.851239669421487,7.0
Joseph Baena,31,4,Rank,28.0,6,1-13,7.85,7.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.851239669421487,7.0
Trevor Donovan,31,4,Rank,28.0,6,1-13,7.85,7.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.851239669421487,7.0
Daniel Durant,31,4,Rank,29.0,5,1-13,7.85,7.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.851239669421487,7.0
Wayne Brady,31,4,Rank,36.0,1,1-13,7.85,7.0,,,,,,,Safe,240.0,3.0,5.0,5,5,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,7.851239669421487,7.0
